{'nombres': 'Yenny', 'apellidos': 'Vallés', 'empresa': 25, 'role': 'Secretario', 'cedula': '1453314641', 'email': 'elenalopez@example.net', 'direccion': 'Calle 12 # 1P-2 Sur\nEtapa 3 apartamento 61\n254470\nGachetá, Cundinamarca', 'telefono': '0984290416', 'fecha_nacimiento': datetime.date(1988, 7, 29), 'estado_civil': 'Soltero', 'nivel_educacion': 'General Básica', 'password': '#o1H(IIrbO', 'password_validator': '#o1H(IIrbO'}
{'nombres': 'Pilar', 'apellidos': 'Fuertes', 'empresa': 100, 'role': 'Administrador', 'cedula': '1740893175', 'email': 'ernesto16@example.org', 'direccion': 'Avenida calle 66 # 57O-1\nOficina 84\n414673\nTesalia, Huila', 'telefono': '0978893534', 'fecha_nacimiento': datetime.date(1984, 3, 30), 'estado_civil': 'Divorciado', 'nivel_educacion': 'Bachillerato', 'password': 'NuByZJ5E)5', 'password_validator': 'NuByZJ5E)5'}
{'nombres': 'Efrain', 'apellidos': 'Sales', 'empresa': 82, 'role': 'Persona natural', 'cedula': '1100191780', 'email': 'fernandomanrique@example.org', 'direccion': 'Av. carrera 1ª # 33-32\nApto. 1\n413218\nVillavieja, Huila', 'telefono': '0985432489', 'fecha_nacimiento': datetime.date(1997, 6, 20), 'estado_civil': 'Divorciado', 'nivel_educacion': 'Bachillerato', 'password': '6!2TLb8z*(', 'password_validator': '6!2TLb8z*('}
{'nombres': 'Julio', 'apellidos': 'Barceló', 'empresa': 52, 'role': 'Conductor', 'cedula': '2108968450', 'email': 'brayanluna@example.com', 'direccion': 'Dg. 26 # 8-1\nApto. 641\n170194\nPácora, Caldas', 'telefono': '0978962945', 'fecha_nacimiento': datetime.date(1988, 2, 29), 'estado_civil': 'Viudo', 'nivel_educacion': 'Superior', 'password': 'sx1C9Ak+D(', 'password_validator': 'sx1C9Ak+D('}
{'nombres': 'Dayana', 'apellidos': 'Alfonso', 'empresa': 29, 'role': 'Persona natural', 'cedula': '3023814837', 'email': 'doraolaya@example.com', 'direccion': 'Tr. 172W # 75-9 Sur\nApartamento 88\n526074\nSandoná, Nariño', 'telefono': '0989288307', 'fecha_nacimiento': datetime.date(2003, 3, 31), 'estado_civil': 'Casado', 'nivel_educacion': 'General Básica', 'password': '^lEAutauK9', 'password_validator': '^lEAutauK9'}
{'nombres': 'Karina', 'apellidos': 'Montero', 'empresa': 39, 'role': 'Administrador', 'cedula': '2156789980', 'email': 'marlon31@example.net', 'direccion': 'Av. carrera 2ª # 22-24\n059584\nSan Jerónimo, Antioquia', 'telefono': '0981577125', 'fecha_nacimiento': datetime.date(2003, 2, 14), 'estado_civil': 'Soltero', 'nivel_educacion': 'General Básica', 'password': '!g+6NPzx^L', 'password_validator': '!g+6NPzx^L'}
{'nombres': 'Paola', 'apellidos': 'Castellanos', 'empresa': 18, 'role': 'Propietario', 'cedula': '0639564053', 'email': 'hpacheco@example.com', 'direccion': 'Calle 3ª # 7-2 Este\nApartamento 78\n703476\nSan Luis de Sincé, Sucre', 'telefono': '0990853997', 'fecha_nacimiento': datetime.date(1996, 12, 16), 'estado_civil': 'Soltero', 'nivel_educacion': 'Bachillerato', 'password': '#%sr6QcP*6', 'password_validator': '#%sr6QcP*6'}
{'nombres': 'Nayibe', 'apellidos': 'Urrutia', 'empresa': 42, 'role': 'Superuser', 'cedula': '0323324384', 'email': 'mhurtado@example.org', 'direccion': 'Av. carrera 8ª # 57-5 Este\n547527\nHerrán, Norte de Santander', 'telefono': '0995115061', 'fecha_nacimiento': datetime.date(1995, 10, 18), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'Bachillerato', 'password': '$x3bYh^rKy', 'password_validator': '$x3bYh^rKy'}
{'nombres': 'Rafael', 'apellidos': 'Ramón', 'empresa': 32, 'role': 'Secretario', 'cedula': '0934663667', 'email': 'marinmaria@example.com', 'direccion': 'Calle 69 # 9M-40 Este\nOficina 75\n973871\nYavaraté, Vaupés', 'telefono': '0997621492', 'fecha_nacimiento': datetime.date(1999, 5, 17), 'estado_civil': 'Casado', 'nivel_educacion': 'General Básica', 'password': '^GqYEwpVl1', 'password_validator': '^GqYEwpVl1'}
{'nombres': 'Dario', 'apellidos': 'Marcos', 'empresa': 65, 'role': 'Conductor-Propietario', 'cedula': '0456607175', 'email': 'rramirez@example.org', 'direccion': 'Cr. 186S # 99-4\nApartamento 5\n769151\nYumbo, Valle del Cauca', 'telefono': '0988353509', 'fecha_nacimiento': datetime.date(1999, 8, 18), 'estado_civil': 'Divorciado', 'nivel_educacion': 'Bachillerato', 'password': '&TCcC7cvv1', 'password_validator': '&TCcC7cvv1'}
{'nombres': 'Yaneth', 'apellidos': 'Murillo', 'empresa': 34, 'role': 'Secretario', 'cedula': '0222283624', 'email': 'marleny05@example.com', 'direccion': 'Carrera 36 # 2Z-79\n056585\nNechí, Antioquia', 'telefono': '0958951977', 'fecha_nacimiento': datetime.date(1988, 1, 18), 'estado_civil': 'Soltero', 'nivel_educacion': 'General Básica', 'password': ')^6ZpFxbq8', 'password_validator': ')^6ZpFxbq8'}
{'nombres': 'Álvaro', 'apellidos': 'Trillo', 'empresa': 74, 'role': 'Administrador', 'cedula': '0734598394', 'email': 'trivera@example.net', 'direccion': 'Cr. 72N # 6-3 Sur\n156283\nMotavita, Boyacá', 'telefono': '0967808331', 'fecha_nacimiento': datetime.date(1999, 11, 11), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'General Básica', 'password': '@c4+Jhod$F', 'password_validator': '@c4+Jhod$F'}
{'nombres': 'José', 'apellidos': 'Vila', 'empresa': 3, 'role': 'Secretario', 'cedula': '0810726422', 'email': 'bescobar@example.net', 'direccion': 'Calle 113 Bis S # 1T-7 Este\nBodega 380\n709816\nSincelejo', 'telefono': '0998472157', 'fecha_nacimiento': datetime.date(2003, 9, 11), 'estado_civil': 'Divorciado', 'nivel_educacion': 'Superior', 'password': '+2OXrgbm1&', 'password_validator': '+2OXrgbm1&'}
{'nombres': 'María', 'apellidos': 'Lillo', 'empresa': 42, 'role': 'Supervisor', 'cedula': '0166854141', 'email': 'pinzonluz@example.net', 'direccion': 'Carrera 5J # 8-8 Sur\nBodega 4\n681123\nAlbania, Santander', 'telefono': '0961937373', 'fecha_nacimiento': datetime.date(1999, 1, 12), 'estado_civil': 'Viudo', 'nivel_educacion': 'Bachillerato', 'password': '21uHE@E0#i', 'password_validator': '21uHE@E0#i'}
{'nombres': 'José', 'apellidos': 'Torralba', 'empresa': 47, 'role': 'Administrador', 'cedula': '0618395677', 'email': 'sebastian12@example.net', 'direccion': 'Calle 137E # 1-2 Este\n052533\nChigorodó, Antioquia', 'telefono': '0984752150', 'fecha_nacimiento': datetime.date(1995, 12, 11), 'estado_civil': 'Divorciado', 'nivel_educacion': 'Bachillerato', 'password': '8tPMoZo8!*', 'password_validator': '8tPMoZo8!*'}
{'nombres': 'Santiago', 'apellidos': 'Rivero', 'empresa': 26, 'role': 'Conductor-Propietario', 'cedula': '0135929883', 'email': 'milena45@example.net', 'direccion': 'Carrera 7 Bis M # 89-48\n413628\nTeruel, Huila', 'telefono': '0986665828', 'fecha_nacimiento': datetime.date(1985, 10, 28), 'estado_civil': 'Casado', 'nivel_educacion': 'Superior', 'password': 'T+eXQ3Fn+U', 'password_validator': 'T+eXQ3Fn+U'}
{'nombres': 'Mauricio', 'apellidos': 'Pagès', 'empresa': 71, 'role': 'Superuser', 'cedula': '0124918012', 'email': 'cruzandres@example.net', 'direccion': 'Av. carrera 188 # 5-1 Sur\n683663\nPalmas del Socorro, Santander', 'telefono': '0980574788', 'fecha_nacimiento': datetime.date(1983, 6, 10), 'estado_civil': 'Casado', 'nivel_educacion': 'Superior', 'password': '^wQ6TQQvg+', 'password_validator': '^wQ6TQQvg+'}
{'nombres': 'Esperanza', 'apellidos': 'Bermudez', 'empresa': 58, 'role': 'Supervisor', 'cedula': '1859481531', 'email': 'salasjuan@example.com', 'direccion': 'Dg. 156P # 5-1 Sur\n688716\nLos Santos, Santander', 'telefono': '0968422661', 'fecha_nacimiento': datetime.date(1990, 12, 30), 'estado_civil': 'Soltero', 'nivel_educacion': 'General Básica', 'password': '*Bf6pEfmvx', 'password_validator': '*Bf6pEfmvx'}
{'nombres': 'Esther', 'apellidos': 'Lago', 'empresa': 61, 'role': 'Administrador', 'cedula': '0543890818', 'email': 'doris68@example.org', 'direccion': 'Av. calle 85 # 40-65 Este\nTorre 4 apartamento 76\n138968\nAchí, Bolívar', 'telefono': '0995345343', 'fecha_nacimiento': datetime.date(1986, 1, 12), 'estado_civil': 'Soltero', 'nivel_educacion': 'General Básica', 'password': '^VOOgC_uA2', 'password_validator': '^VOOgC_uA2'}
{'nombres': 'Andrés', 'apellidos': 'Sanmiguel', 'empresa': 43, 'role': 'Administrador', 'cedula': '1327218432', 'email': 'emontoya@example.com', 'direccion': 'Diagonal 112 # 34M-8\nEtapa 9 apartamento 20\n057973\nMedellín', 'telefono': '0939262624', 'fecha_nacimiento': datetime.date(1987, 10, 31), 'estado_civil': 'Viudo', 'nivel_educacion': 'Bachillerato', 'password': 'T(0CHC$zA^', 'password_validator': 'T(0CHC$zA^'}
{'nombres': 'María', 'apellidos': 'Zapata', 'empresa': 62, 'role': 'Encargado', 'cedula': '0837616135', 'email': 'emilio57@example.net', 'direccion': 'Cl. 103 # 7-80 Este\nLocal 10\n255194\nMachetá, Cundinamarca', 'telefono': '0988809501', 'fecha_nacimiento': datetime.date(2000, 11, 11), 'estado_civil': 'Soltero', 'nivel_educacion': 'General Básica', 'password': '^bL5Dp8Taf', 'password_validator': '^bL5Dp8Taf'}
{'nombres': 'Martín', 'apellidos': 'Adán', 'empresa': 50, 'role': 'Conductor', 'cedula': '0361562630', 'email': 'armandomartinez@example.org', 'direccion': 'Cr. 4 Este # 27-1\n527353\nSan Pablo, Nariño', 'telefono': '0958137685', 'fecha_nacimiento': datetime.date(2001, 2, 28), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'General Básica', 'password': 'G%Q2AL0c&E', 'password_validator': 'G%Q2AL0c&E'}
{'nombres': 'Humberto', 'apellidos': 'Novoa', 'empresa': 44, 'role': 'Supervisor', 'cedula': '1015457698', 'email': 'rubiela98@example.net', 'direccion': 'Cl. 25 # 7-75 Sur\n201943\nChiriguaná, Cesar', 'telefono': '0988260645', 'fecha_nacimiento': datetime.date(1997, 1, 22), 'estado_civil': 'Viudo', 'nivel_educacion': 'Bachillerato', 'password': 'u3EqYcZm$E', 'password_validator': 'u3EqYcZm$E'}
{'nombres': 'Camila', 'apellidos': 'Tirado', 'empresa': 56, 'role': 'Propietario', 'cedula': '2439680394', 'email': 'liliatorres@example.net', 'direccion': 'Diagonal 10 # 5-7\nApartamento 38\n815170\nPuerto Rondón, Arauca', 'telefono': '0999252434', 'fecha_nacimiento': datetime.date(1988, 2, 28), 'estado_civil': 'Casado', 'nivel_educacion': 'Bachillerato', 'password': 's1PtejiP!w', 'password_validator': 's1PtejiP!w'}
{'nombres': 'Sandra', 'apellidos': 'Puente', 'empresa': 14, 'role': 'Secretario', 'cedula': '1061892970', 'email': 'elisarestrepo@example.net', 'direccion': 'Cr. 2ª # 34E-73 Este\nApartamento 31\n235513\nMoñitos, Córdoba', 'telefono': '0981568841', 'fecha_nacimiento': datetime.date(2005, 6, 5), 'estado_civil': 'Viudo', 'nivel_educacion': 'Superior', 'password': '(+1@Ma#*!i', 'password_validator': '(+1@Ma#*!i'}
{'nombres': 'Jair', 'apellidos': 'Fernandez', 'empresa': 59, 'role': 'Conductor-Propietario', 'cedula': '1852839891', 'email': 'giovannijimenez@example.net', 'direccion': 'Tr. 69 # 9U-59\n054149\nGiraldo, Antioquia', 'telefono': '0983873296', 'fecha_nacimiento': datetime.date(1998, 9, 29), 'estado_civil': 'Divorciado', 'nivel_educacion': 'Bachillerato', 'password': '^7z(ZQbmCd', 'password_validator': '^7z(ZQbmCd'}
{'nombres': 'Alberto', 'apellidos': 'Peralta', 'empresa': 95, 'role': 'Persona natural', 'cedula': '1638603694', 'email': 'mauricioperez@example.net', 'direccion': 'Av. carrera 152 # 83-62 Sur\n685801\nCoromoro, Santander', 'telefono': '0978285433', 'fecha_nacimiento': datetime.date(2004, 2, 16), 'estado_civil': 'Viudo', 'nivel_educacion': 'Bachillerato', 'password': '$pHOQt(_4a', 'password_validator': '$pHOQt(_4a'}
{'nombres': 'Ibeth', 'apellidos': 'Galán', 'empresa': 49, 'role': 'Secretario', 'cedula': '2319775884', 'email': 'andreapena@example.net', 'direccion': 'Cl. 190 Este # 78-6\nEtapa 7 apartamento 4\n547946\nToledo, Norte de Santander', 'telefono': '0939780490', 'fecha_nacimiento': datetime.date(2004, 9, 5), 'estado_civil': 'Casado', 'nivel_educacion': 'General Básica', 'password': '&d2Ip7hnqF', 'password_validator': '&d2Ip7hnqF'}
{'nombres': 'Santiago', 'apellidos': 'Cuenca', 'empresa': 59, 'role': 'Persona natural', 'cedula': '0102644465', 'email': 'contrerasana@example.com', 'direccion': 'Tr. 9ª # 2-4 Sur\nLocal 912\n738860\nSuárez, Tolima', 'telefono': '0978280409', 'fecha_nacimiento': datetime.date(1989, 12, 24), 'estado_civil': 'Divorciado', 'nivel_educacion': 'Superior', 'password': 'yN7hFjcn%@', 'password_validator': 'yN7hFjcn%@'}
{'nombres': 'Susana', 'apellidos': 'Luís', 'empresa': 61, 'role': 'Conductor', 'cedula': '0701325359', 'email': 'breyes@example.net', 'direccion': 'Avenida Efrén Daza # 39-2\nApto. 508\n477937\nSanta Marta', 'telefono': '0987467074', 'fecha_nacimiento': datetime.date(1994, 12, 7), 'estado_civil': 'Soltero', 'nivel_educacion': 'Bachillerato', 'password': '0HbW4W7yP#', 'password_validator': '0HbW4W7yP#'}
{'nombres': 'Alejandra', 'apellidos': 'Ibarra', 'empresa': 18, 'role': 'Secretario', 'cedula': '3014165918', 'email': 'edilmaordonez@example.com', 'direccion': 'Carrera 1ª # 7-4\n196531\nAlmaguer, Cauca', 'telefono': '0978085539', 'fecha_nacimiento': datetime.date(1991, 12, 9), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'Superior', 'password': 'F@33Lfj_@o', 'password_validator': 'F@33Lfj_@o'}
{'nombres': 'Lina', 'apellidos': 'Juan', 'empresa': 9, 'role': 'Propietario', 'cedula': '2202456030', 'email': 'amanda73@example.net', 'direccion': 'Cr. 7ª # 9-8 Este\nApartamento 91\n196039\nCajibío, Cauca', 'telefono': '0990081701', 'fecha_nacimiento': datetime.date(1999, 1, 10), 'estado_civil': 'Soltero', 'nivel_educacion': 'Bachillerato', 'password': '@z5*WtU#49', 'password_validator': '@z5*WtU#49'}
{'nombres': 'Javier', 'apellidos': 'Mate', 'empresa': 40, 'role': 'Encargado', 'cedula': '1510022278', 'email': 'eduardo50@example.org', 'direccion': 'Av. calle 4ª # 5-38 Sur\nApto. 7\n273099\nCondoto, Chocó', 'telefono': '0961936146', 'fecha_nacimiento': datetime.date(1999, 1, 1), 'estado_civil': 'Soltero', 'nivel_educacion': 'Superior', 'password': '@3$PpVx$$*', 'password_validator': '@3$PpVx$$*'}
{'nombres': 'Diego', 'apellidos': 'Saura', 'empresa': 7, 'role': 'Supervisor', 'cedula': '0800528820', 'email': 'moralesluis@example.com', 'direccion': 'Calle 9ª # 46-6 Este\n056202\nTámesis, Antioquia', 'telefono': '0958376211', 'fecha_nacimiento': datetime.date(1985, 7, 15), 'estado_civil': 'Divorciado', 'nivel_educacion': 'General Básica', 'password': '5T7SD8QaH!', 'password_validator': '5T7SD8QaH!'}
{'nombres': 'Santiago', 'apellidos': 'Colomer', 'empresa': 88, 'role': 'Propietario', 'cedula': '2406638185', 'email': 'camila19@example.org', 'direccion': 'Diagonal 8 Bis B # 2-50\nCasa 90\n058262\nArboletes, Antioquia', 'telefono': '0983752695', 'fecha_nacimiento': datetime.date(2000, 1, 2), 'estado_civil': 'Divorciado', 'nivel_educacion': 'General Básica', 'password': '6Y6mWwfi_q', 'password_validator': '6Y6mWwfi_q'}
{'nombres': 'Lucía', 'apellidos': 'Herrero', 'empresa': 47, 'role': 'Encargado', 'cedula': '0426813176', 'email': 'josevega@example.com', 'direccion': 'Cr. 5U # 98-42\nOficina 40\n176906\nSamaná, Caldas', 'telefono': '0961308842', 'fecha_nacimiento': datetime.date(2005, 3, 31), 'estado_civil': 'Soltero', 'nivel_educacion': 'Superior', 'password': 'i&3cGpzHYC', 'password_validator': 'i&3cGpzHYC'}
{'nombres': 'Carlos', 'apellidos': 'Tejera', 'empresa': 99, 'role': 'Secretario', 'cedula': '2011570419', 'email': 'fgarcia@example.org', 'direccion': 'Av. Guerrero # 63-36\nTorre 1 apartamento 99\n057514\nOlaya, Antioquia', 'telefono': '0984855839', 'fecha_nacimiento': datetime.date(2005, 1, 13), 'estado_civil': 'Soltero', 'nivel_educacion': 'General Básica', 'password': 'll3H^%Bq%5', 'password_validator': 'll3H^%Bq%5'}
{'nombres': 'José', 'apellidos': 'Tovar', 'empresa': 100, 'role': 'Conductor', 'cedula': '2240196663', 'email': 'lopezmaria@example.net', 'direccion': 'Carrera 8ª # 61-8\nApartamento 727\n058545\nBuriticá, Antioquia', 'telefono': '0988047218', 'fecha_nacimiento': datetime.date(1989, 10, 8), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'General Básica', 'password': 'b)N6BBWpfg', 'password_validator': 'b)N6BBWpfg'}
{'nombres': 'Yadira', 'apellidos': 'Báez', 'empresa': 28, 'role': 'Encargado', 'cedula': '2039497520', 'email': 'albasanchez@example.net', 'direccion': 'Carrera 7H # 8-4 Este\nBodega 9\n054200\nSan Roque, Antioquia', 'telefono': '0966968271', 'fecha_nacimiento': datetime.date(1986, 10, 23), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'General Básica', 'password': '#D69^cF0c9', 'password_validator': '#D69^cF0c9'}
{'nombres': 'María', 'apellidos': 'Alarcón', 'empresa': 3, 'role': 'Superuser', 'cedula': '1649420823', 'email': 'albeiroramirez@example.com', 'direccion': 'Carrera 8ª # 2-4\n995358\nCumaribo, Vichada', 'telefono': '0959149820', 'fecha_nacimiento': datetime.date(1998, 10, 9), 'estado_civil': 'Casado', 'nivel_educacion': 'General Básica', 'password': '29AaSOSd#I', 'password_validator': '29AaSOSd#I'}
{'nombres': 'Isabel', 'apellidos': 'Arce', 'empresa': 99, 'role': 'Encargado', 'cedula': '0666598743', 'email': 'cardenasyadira@example.com', 'direccion': 'Avenida Juan José Rangel Pérez # 4-9 Este\n859912\nMonterrey, Casanare', 'telefono': '0995043635', 'fecha_nacimiento': datetime.date(2001, 7, 27), 'estado_civil': 'Soltero', 'nivel_educacion': 'Superior', 'password': 'x@3OrwpDX)', 'password_validator': 'x@3OrwpDX)'}
{'nombres': 'Alexander', 'apellidos': 'Coronado', 'empresa': 50, 'role': 'Superuser', 'cedula': '1762542700', 'email': 'ortizmanuel@example.org', 'direccion': 'Avenida calle 159 # 78-9 Sur\n178002\nPácora, Caldas', 'telefono': '0958754629', 'fecha_nacimiento': datetime.date(2005, 6, 17), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'Bachillerato', 'password': 'f8gx#F)J)U', 'password_validator': 'f8gx#F)J)U'}
{'nombres': 'Oswaldo', 'apellidos': 'Redondo', 'empresa': 72, 'role': 'Administrador', 'cedula': '1769104652', 'email': 'laura89@example.org', 'direccion': 'Cl. 111Y # 43-94 Sur\nApartamento 65\n683975\nSanta Helena del Opón, Santander', 'telefono': '0991861654', 'fecha_nacimiento': datetime.date(1989, 6, 15), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'General Básica', 'password': '@9Sl4*DDdi', 'password_validator': '@9Sl4*DDdi'}
{'nombres': 'Patricia', 'apellidos': 'Viñas', 'empresa': 78, 'role': 'Encargado', 'cedula': '2421404027', 'email': 'eugenia79@example.org', 'direccion': 'Cl. 19 # 95-6 Este\nLocal 257\n059033\nSanto Domingo, Antioquia', 'telefono': '0962926797', 'fecha_nacimiento': datetime.date(1997, 9, 9), 'estado_civil': 'Viudo', 'nivel_educacion': 'Bachillerato', 'password': '#^EqQLRp0z', 'password_validator': '#^EqQLRp0z'}
{'nombres': 'Iván', 'apellidos': 'Rivas', 'empresa': 51, 'role': 'Administrador', 'cedula': '0758665749', 'email': 'rodriguezjefferson@example.org', 'direccion': 'Avenida Valle del Cauca # 1-72\nBodega 15\n445952\nBarrancas, La Guajira', 'telefono': '0989960895', 'fecha_nacimiento': datetime.date(2002, 6, 27), 'estado_civil': 'Soltero', 'nivel_educacion': 'Superior', 'password': '%51wY1zwD^', 'password_validator': '%51wY1zwD^'}
{'nombres': 'Raquel', 'apellidos': 'Barba', 'empresa': 25, 'role': 'Conductor-Propietario', 'cedula': '0424434512', 'email': 'mvilla@example.com', 'direccion': 'Av. calle 198 # 7P-12 Sur\nApartamento 244\n663374\nBelén de Umbría, Risaralda', 'telefono': '0968285818', 'fecha_nacimiento': datetime.date(1999, 12, 22), 'estado_civil': 'Divorciado', 'nivel_educacion': 'General Básica', 'password': '1!ShdKD8%5', 'password_validator': '1!ShdKD8%5'}
{'nombres': 'María', 'apellidos': 'Calleja', 'empresa': 44, 'role': 'Encargado', 'cedula': '2106686534', 'email': 'martinezkaren@example.net', 'direccion': 'Calle 3S # 94F-44\nTorre 8 apartamento 5\n135867\nNorosí, Bolívar', 'telefono': '0989405224', 'fecha_nacimiento': datetime.date(2001, 8, 11), 'estado_civil': 'Soltero', 'nivel_educacion': 'Superior', 'password': 'unM0Ac!Q@m', 'password_validator': 'unM0Ac!Q@m'}
{'nombres': 'Ángela', 'apellidos': 'Real', 'empresa': 42, 'role': 'Administrador', 'cedula': '0733518849', 'email': 'rinconpatricia@example.com', 'direccion': 'Carrera 88 # 97-9 Sur\nEtapa 8 apartamento 831\n255807\nNariño, Cundinamarca', 'telefono': '0981952970', 'fecha_nacimiento': datetime.date(1999, 6, 11), 'estado_civil': 'Divorciado', 'nivel_educacion': 'Bachillerato', 'password': ')Q^1LunLY4', 'password_validator': ')Q^1LunLY4'}
{'nombres': 'Johan', 'apellidos': 'Oller', 'empresa': 89, 'role': 'Secretario', 'cedula': '0649235397', 'email': 'rodriguezenrique@example.net', 'direccion': 'Calle 31 # 1U-7 Este\n258927\nGuaduas, Cundinamarca', 'telefono': '0982762930', 'fecha_nacimiento': datetime.date(1990, 6, 19), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'Bachillerato', 'password': '#ksXVeW@3r', 'password_validator': '#ksXVeW@3r'}
